date,year,month,day,hour,value,aqi
7/24/2017,2017,7,24,1,66,156
7/24/2017,2017,7,24,2,77,162
7/24/2017,2017,7,24,3,75,161
7/24/2017,2017,7,24,4,70,158
7/24/2017,2017,7,24,5,58,152
7/24/2017,2017,7,24,6,40,112
7/24/2017,2017,7,24,7,27,82
7/24/2017,2017,7,24,8,18,63
7/24/2017,2017,7,24,9,19,66
7/24/2017,2017,7,24,10,18,63
7/24/2017,2017,7,24,11,23,74
7/24/2017,2017,7,24,12,20,68
7/24/2017,2017,7,24,13,-999,-999
7/24/2017,2017,7,24,14,15,57
7/24/2017,2017,7,24,15,16,59
7/24/2017,2017,7,24,16,16,59
7/24/2017,2017,7,24,17,19,66
7/24/2017,2017,7,24,18,13,53
7/24/2017,2017,7,24,19,13,53
7/24/2017,2017,7,24,20,12,50
7/24/2017,2017,7,24,21,16,59
7/24/2017,2017,7,24,22,15,57
7/24/2017,2017,7,24,23,17,61
7/25/2017,2017,7,25,0,15,57
7/25/2017,2017,7,25,1,24,76
7/25/2017,2017,7,25,2,26,80
7/25/2017,2017,7,25,3,16,59
7/25/2017,2017,7,25,4,15,57
7/25/2017,2017,7,25,5,13,53
7/25/2017,2017,7,25,6,9,38
7/25/2017,2017,7,25,7,17,61
7/25/2017,2017,7,25,8,18,63
7/25/2017,2017,7,25,9,16,59
7/25/2017,2017,7,25,10,22,72
7/25/2017,2017,7,25,11,43,119
7/25/2017,2017,7,25,12,45,124
7/25/2017,2017,7,25,13,45,124
7/25/2017,2017,7,25,14,43,119
7/25/2017,2017,7,25,15,32,93
7/25/2017,2017,7,25,16,17,61
7/25/2017,2017,7,25,17,36,102
7/25/2017,2017,7,25,18,29,87
7/25/2017,2017,7,25,19,28,84
7/25/2017,2017,7,25,20,29,87
7/25/2017,2017,7,25,21,24,76
7/25/2017,2017,7,25,22,26,80
7/25/2017,2017,7,25,23,30,89
7/26/2017,2017,7,26,0,21,70
7/26/2017,2017,7,26,1,26,80
7/26/2017,2017,7,26,2,24,76
7/26/2017,2017,7,26,3,25,78
7/26/2017,2017,7,26,4,13,53
7/26/2017,2017,7,26,5,17,61
7/26/2017,2017,7,26,6,19,66
7/26/2017,2017,7,26,7,16,59
7/26/2017,2017,7,26,8,19,66
7/26/2017,2017,7,26,9,11,46
7/26/2017,2017,7,26,10,16,59
7/26/2017,2017,7,26,11,17,61
7/26/2017,2017,7,26,12,13,53
7/26/2017,2017,7,26,13,11,46
7/26/2017,2017,7,26,14,8,33
7/26/2017,2017,7,26,15,5,21
7/26/2017,2017,7,26,16,7,29
7/26/2017,2017,7,26,17,7,29
7/26/2017,2017,7,26,18,7,29
7/26/2017,2017,7,26,19,9,38
7/26/2017,2017,7,26,20,14,55
7/26/2017,2017,7,26,21,18,63
7/26/2017,2017,7,26,22,18,63
7/26/2017,2017,7,26,23,24,76
7/27/2017,2017,7,27,0,21,70
7/27/2017,2017,7,27,1,25,78
7/27/2017,2017,7,27,2,37,105
7/27/2017,2017,7,27,3,37,105
7/27/2017,2017,7,27,4,31,91
7/27/2017,2017,7,27,5,32,93
7/27/2017,2017,7,27,6,28,84
7/27/2017,2017,7,27,7,20,68
7/27/2017,2017,7,27,8,25,78
7/27/2017,2017,7,27,9,21,70
7/27/2017,2017,7,27,10,30,89
7/27/2017,2017,7,27,11,28,84
7/27/2017,2017,7,27,12,25,78
7/27/2017,2017,7,27,13,27,82
7/27/2017,2017,7,27,14,31,91
7/27/2017,2017,7,27,15,22,72
7/27/2017,2017,7,27,16,19,66
7/27/2017,2017,7,27,17,43,119
7/27/2017,2017,7,27,18,39,110
7/27/2017,2017,7,27,19,44,122
7/27/2017,2017,7,27,20,45,124
7/27/2017,2017,7,27,21,44,122
7/27/2017,2017,7,27,22,54,147
7/27/2017,2017,7,27,23,49,134
7/28/2017,2017,7,28,0,59,153
7/28/2017,2017,7,28,1,66,156
7/28/2017,2017,7,28,2,68,157
7/28/2017,2017,7,28,3,62,154
7/28/2017,2017,7,28,4,45,124
7/28/2017,2017,7,28,5,34,97
7/28/2017,2017,7,28,6,23,74
7/28/2017,2017,7,28,7,17,61
7/28/2017,2017,7,28,8,20,68
7/28/2017,2017,7,28,9,20,68
7/28/2017,2017,7,28,10,22,72
7/28/2017,2017,7,28,11,18,63
7/28/2017,2017,7,28,12,16,59
7/28/2017,2017,7,28,13,18,63
7/28/2017,2017,7,28,14,10,42
7/28/2017,2017,7,28,15,11,46
7/28/2017,2017,7,28,16,10,42
7/28/2017,2017,7,28,17,10,42
7/28/2017,2017,7,28,18,14,55
7/28/2017,2017,7,28,19,19,66
7/28/2017,2017,7,28,20,25,78
7/28/2017,2017,7,28,21,30,89
7/28/2017,2017,7,28,22,27,82
7/28/2017,2017,7,28,23,32,93
7/29/2017,2017,7,29,0,40,112
7/29/2017,2017,7,29,1,33,95
7/29/2017,2017,7,29,2,29,87
7/29/2017,2017,7,29,3,31,91
7/29/2017,2017,7,29,4,29,87
7/29/2017,2017,7,29,5,28,84
7/29/2017,2017,7,29,6,27,82
7/29/2017,2017,7,29,7,26,80
7/29/2017,2017,7,29,8,25,78
7/29/2017,2017,7,29,9,30,89
7/29/2017,2017,7,29,10,32,93
7/29/2017,2017,7,29,11,36,102
7/29/2017,2017,7,29,12,41,115
7/29/2017,2017,7,29,13,40,112
7/29/2017,2017,7,29,14,26,80
7/29/2017,2017,7,29,15,20,68
7/29/2017,2017,7,29,16,17,61
7/29/2017,2017,7,29,17,16,59
7/29/2017,2017,7,29,18,17,61
7/29/2017,2017,7,29,19,19,66
7/29/2017,2017,7,29,20,12,50
7/29/2017,2017,7,29,21,19,66
7/29/2017,2017,7,29,22,19,66
7/29/2017,2017,7,29,23,18,63
7/30/2017,2017,7,30,0,18,63
7/30/2017,2017,7,30,1,23,74
7/30/2017,2017,7,30,2,24,76
7/30/2017,2017,7,30,3,27,82
7/30/2017,2017,7,30,4,28,84
7/30/2017,2017,7,30,5,28,84
7/30/2017,2017,7,30,6,31,91
7/30/2017,2017,7,30,7,33,95
7/30/2017,2017,7,30,8,40,112
7/30/2017,2017,7,30,9,40,112
7/30/2017,2017,7,30,10,36,102
7/30/2017,2017,7,30,11,28,84
7/30/2017,2017,7,30,12,24,76
7/30/2017,2017,7,30,13,23,74
7/30/2017,2017,7,30,14,29,87
7/30/2017,2017,7,30,15,35,99
7/30/2017,2017,7,30,16,27,82
7/30/2017,2017,7,30,17,23,74
7/30/2017,2017,7,30,18,21,70
7/30/2017,2017,7,30,19,25,78
7/30/2017,2017,7,30,20,28,84
7/30/2017,2017,7,30,21,22,72
7/30/2017,2017,7,30,22,31,91
7/30/2017,2017,7,30,23,32,93
7/31/2017,2017,7,31,0,38,107
7/31/2017,2017,7,31,1,43,119
7/31/2017,2017,7,31,2,50,137
7/31/2017,2017,7,31,3,52,142
7/31/2017,2017,7,31,4,60,153
7/31/2017,2017,7,31,5,64,155
7/31/2017,2017,7,31,6,67,157
7/31/2017,2017,7,31,7,89,168
7/31/2017,2017,7,31,8,102,175
7/31/2017,2017,7,31,9,91,169
7/31/2017,2017,7,31,10,81,164
7/31/2017,2017,7,31,11,69,158
7/31/2017,2017,7,31,12,77,162
7/31/2017,2017,7,31,13,75,161
7/31/2017,2017,7,31,14,74,161
7/31/2017,2017,7,31,15,70,158
7/31/2017,2017,7,31,16,60,153
7/31/2017,2017,7,31,17,54,147
7/31/2017,2017,7,31,18,52,142
7/31/2017,2017,7,31,19,64,155
7/31/2017,2017,7,31,20,69,158
7/31/2017,2017,7,31,21,67,157
7/31/2017,2017,7,31,22,53,144
7/31/2017,2017,7,31,23,50,137
8/1/2017,2017,8,1,0,48,132
8/1/2017,2017,8,1,1,39,110
8/1/2017,2017,8,1,2,47,129
8/1/2017,2017,8,1,3,48,132
8/1/2017,2017,8,1,4,47,129
8/1/2017,2017,8,1,5,51,139
8/1/2017,2017,8,1,6,53,144
8/1/2017,2017,8,1,7,57,152
8/1/2017,2017,8,1,8,67,157
8/1/2017,2017,8,1,9,64,155
8/1/2017,2017,8,1,10,62,154
8/1/2017,2017,8,1,11,55,149
8/1/2017,2017,8,1,12,44,122
8/1/2017,2017,8,1,13,36,102
8/1/2017,2017,8,1,14,38,107
8/1/2017,2017,8,1,15,29,87
8/1/2017,2017,8,1,16,29,87
8/1/2017,2017,8,1,17,24,76
8/1/2017,2017,8,1,18,34,97
8/1/2017,2017,8,1,19,29,87
8/1/2017,2017,8,1,20,27,82
8/1/2017,2017,8,1,21,28,84
8/1/2017,2017,8,1,22,27,82
8/1/2017,2017,8,1,23,27,82
8/2/2017,2017,8,2,0,17,61
8/2/2017,2017,8,2,1,15,57
8/2/2017,2017,8,2,2,18,63
8/2/2017,2017,8,2,3,20,68
8/2/2017,2017,8,2,4,21,70
8/2/2017,2017,8,2,5,19,66
8/2/2017,2017,8,2,6,23,74
8/2/2017,2017,8,2,7,32,93
8/2/2017,2017,8,2,8,48,132
8/2/2017,2017,8,2,9,45,124
8/2/2017,2017,8,2,10,47,129
8/2/2017,2017,8,2,11,38,107
8/2/2017,2017,8,2,12,24,76
8/2/2017,2017,8,2,13,13,53
8/2/2017,2017,8,2,14,-999,-999
8/2/2017,2017,8,2,15,20,68
8/2/2017,2017,8,2,16,25,78
8/2/2017,2017,8,2,17,20,68
8/2/2017,2017,8,2,18,20,68
8/2/2017,2017,8,2,19,20,68
8/2/2017,2017,8,2,20,29,87
8/2/2017,2017,8,2,21,23,74
8/2/2017,2017,8,2,22,20,68
8/2/2017,2017,8,2,23,15,57
8/3/2017,2017,8,3,0,8,33
8/3/2017,2017,8,3,1,4,17
8/3/2017,2017,8,3,2,4,17
8/3/2017,2017,8,3,3,2,8
8/3/2017,2017,8,3,4,-999,-999
8/3/2017,2017,8,3,5,-999,-999
8/3/2017,2017,8,3,6,-999,-999
8/3/2017,2017,8,3,7,1,4
8/3/2017,2017,8,3,8,6,25
8/3/2017,2017,8,3,9,21,70
8/3/2017,2017,8,3,10,20,68
8/3/2017,2017,8,3,11,18,63
8/3/2017,2017,8,3,12,22,72
8/3/2017,2017,8,3,13,17,61
8/3/2017,2017,8,3,14,17,61
8/3/2017,2017,8,3,15,16,59
8/3/2017,2017,8,3,16,10,42
8/3/2017,2017,8,3,17,11,46
8/3/2017,2017,8,3,18,20,68
8/3/2017,2017,8,3,19,32,93
8/3/2017,2017,8,3,20,35,99
8/3/2017,2017,8,3,21,37,105
8/3/2017,2017,8,3,22,37,105
8/3/2017,2017,8,3,23,34,97
8/4/2017,2017,8,4,0,38,107
8/4/2017,2017,8,4,1,39,110
8/4/2017,2017,8,4,2,37,105
8/4/2017,2017,8,4,3,35,99
8/4/2017,2017,8,4,4,31,91
8/4/2017,2017,8,4,5,30,89
8/4/2017,2017,8,4,6,33,95
8/4/2017,2017,8,4,7,26,80
8/4/2017,2017,8,4,8,15,57
8/4/2017,2017,8,4,9,32,93
8/4/2017,2017,8,4,10,36,102
8/4/2017,2017,8,4,11,23,74
8/4/2017,2017,8,4,12,-999,-999
8/4/2017,2017,8,4,13,12,50
8/4/2017,2017,8,4,14,14,55
8/4/2017,2017,8,4,15,13,53
8/4/2017,2017,8,4,16,14,55
8/4/2017,2017,8,4,17,13,53
8/4/2017,2017,8,4,18,11,46
8/4/2017,2017,8,4,19,12,50
8/4/2017,2017,8,4,20,13,53
8/4/2017,2017,8,4,21,19,66
8/4/2017,2017,8,4,22,15,57
8/4/2017,2017,8,4,23,13,53
8/5/2017,2017,8,5,0,13,53
8/5/2017,2017,8,5,1,11,46
8/5/2017,2017,8,5,2,10,42
8/5/2017,2017,8,5,3,14,55
8/5/2017,2017,8,5,4,14,55
8/5/2017,2017,8,5,5,35,99
8/5/2017,2017,8,5,6,53,144
8/5/2017,2017,8,5,7,37,105
8/5/2017,2017,8,5,8,19,66
8/5/2017,2017,8,5,9,18,63
8/5/2017,2017,8,5,10,28,84
8/5/2017,2017,8,5,11,21,70
8/5/2017,2017,8,5,12,14,55
8/5/2017,2017,8,5,13,13,53
8/5/2017,2017,8,5,14,14,55
8/5/2017,2017,8,5,15,29,87
8/5/2017,2017,8,5,16,27,82
8/5/2017,2017,8,5,17,27,82
8/5/2017,2017,8,5,18,13,53
8/5/2017,2017,8,5,19,23,74
8/5/2017,2017,8,5,20,38,107
8/5/2017,2017,8,5,21,41,115
8/5/2017,2017,8,5,22,21,70
8/5/2017,2017,8,5,23,36,102
8/6/2017,2017,8,6,0,28,84
8/6/2017,2017,8,6,1,15,57
8/6/2017,2017,8,6,2,21,70
8/6/2017,2017,8,6,3,21,70
8/6/2017,2017,8,6,4,25,78
8/6/2017,2017,8,6,5,23,74
8/6/2017,2017,8,6,6,27,82
8/6/2017,2017,8,6,7,20,68
8/6/2017,2017,8,6,8,23,74
8/6/2017,2017,8,6,9,23,74
8/6/2017,2017,8,6,10,21,70
8/6/2017,2017,8,6,11,20,68
8/6/2017,2017,8,6,12,9,38
8/6/2017,2017,8,6,13,4,17
8/6/2017,2017,8,6,14,2,8
8/6/2017,2017,8,6,15,3,13
8/6/2017,2017,8,6,16,5,21
8/6/2017,2017,8,6,17,3,13
8/6/2017,2017,8,6,18,6,25
8/6/2017,2017,8,6,19,10,42
8/6/2017,2017,8,6,20,10,42
8/6/2017,2017,8,6,21,11,46
8/6/2017,2017,8,6,22,19,66
8/6/2017,2017,8,6,23,11,46
8/7/2017,2017,8,7,0,10,42
8/7/2017,2017,8,7,1,13,53
8/7/2017,2017,8,7,2,10,42
8/7/2017,2017,8,7,3,6,25
8/7/2017,2017,8,7,4,6,25
8/7/2017,2017,8,7,5,11,46
8/7/2017,2017,8,7,6,9,38
8/7/2017,2017,8,7,7,7,29
8/7/2017,2017,8,7,8,7,29
8/7/2017,2017,8,7,9,6,25
8/7/2017,2017,8,7,10,2,8
8/7/2017,2017,8,7,11,2,8
8/7/2017,2017,8,7,12,4,17
8/7/2017,2017,8,7,13,3,13
8/7/2017,2017,8,7,14,4,17
8/7/2017,2017,8,7,15,4,17
8/7/2017,2017,8,7,16,2,8
8/7/2017,2017,8,7,17,6,25
8/7/2017,2017,8,7,18,9,38
8/7/2017,2017,8,7,19,11,46
8/7/2017,2017,8,7,20,14,55
8/7/2017,2017,8,7,21,13,53
8/7/2017,2017,8,7,22,15,57
8/7/2017,2017,8,7,23,14,55
8/8/2017,2017,8,8,0,23,74
8/8/2017,2017,8,8,1,18,63
8/8/2017,2017,8,8,2,22,72
8/8/2017,2017,8,8,3,24,76
8/8/2017,2017,8,8,4,23,74
8/8/2017,2017,8,8,5,27,82
8/8/2017,2017,8,8,6,29,87
8/8/2017,2017,8,8,7,30,89
8/8/2017,2017,8,8,8,39,110
8/8/2017,2017,8,8,9,39,110
8/8/2017,2017,8,8,10,39,110
8/8/2017,2017,8,8,11,-999,-999
8/8/2017,2017,8,8,12,28,84
8/8/2017,2017,8,8,13,19,66
8/8/2017,2017,8,8,14,28,84
8/8/2017,2017,8,8,15,37,105
8/8/2017,2017,8,8,16,34,97
8/8/2017,2017,8,8,17,25,78
8/8/2017,2017,8,8,18,34,97
8/8/2017,2017,8,8,19,30,89
8/8/2017,2017,8,8,20,25,78
8/8/2017,2017,8,8,21,24,76
8/8/2017,2017,8,8,22,27,82
8/8/2017,2017,8,8,23,16,59
8/9/2017,2017,8,9,0,5,21
8/9/2017,2017,8,9,1,6,25
8/9/2017,2017,8,9,2,12,50
8/9/2017,2017,8,9,3,19,66
8/9/2017,2017,8,9,4,16,59
8/9/2017,2017,8,9,5,9,38
8/9/2017,2017,8,9,6,10,42
8/9/2017,2017,8,9,7,11,46
8/9/2017,2017,8,9,8,14,55
8/9/2017,2017,8,9,9,-999,-999
8/9/2017,2017,8,9,10,12,50
8/9/2017,2017,8,9,11,23,74
8/9/2017,2017,8,9,12,23,74
8/9/2017,2017,8,9,13,13,53
8/9/2017,2017,8,9,14,16,59
8/9/2017,2017,8,9,15,24,76
8/9/2017,2017,8,9,16,24,76
8/9/2017,2017,8,9,17,33,95
8/9/2017,2017,8,9,18,40,112
8/9/2017,2017,8,9,19,39,110
8/9/2017,2017,8,9,20,41,115
8/9/2017,2017,8,9,21,39,110
8/9/2017,2017,8,9,22,42,117
8/9/2017,2017,8,9,23,42,117
8/10/2017,2017,8,10,0,52,142
8/10/2017,2017,8,10,1,49,134
8/10/2017,2017,8,10,2,39,110
8/10/2017,2017,8,10,3,52,142
8/10/2017,2017,8,10,4,59,153
8/10/2017,2017,8,10,5,60,153
8/10/2017,2017,8,10,6,53,144
8/10/2017,2017,8,10,7,43,119
8/10/2017,2017,8,10,8,43,119
8/10/2017,2017,8,10,9,46,127
8/10/2017,2017,8,10,10,41,115
8/10/2017,2017,8,10,11,56,151
8/10/2017,2017,8,10,12,69,158
8/10/2017,2017,8,10,13,81,164
8/10/2017,2017,8,10,14,80,164
8/10/2017,2017,8,10,15,69,158
8/10/2017,2017,8,10,16,67,157
8/10/2017,2017,8,10,17,59,153
8/10/2017,2017,8,10,18,59,153
8/10/2017,2017,8,10,19,63,155
8/10/2017,2017,8,10,20,59,153
8/10/2017,2017,8,10,21,58,152
8/10/2017,2017,8,10,22,52,142
8/10/2017,2017,8,10,23,47,129
8/11/2017,2017,8,11,0,54,147
8/11/2017,2017,8,11,1,67,157
8/11/2017,2017,8,11,2,76,162
8/11/2017,2017,8,11,3,83,165
8/11/2017,2017,8,11,4,100,174
8/11/2017,2017,8,11,5,99,173
8/11/2017,2017,8,11,6,108,178
8/11/2017,2017,8,11,7,113,181
8/11/2017,2017,8,11,8,92,170
8/11/2017,2017,8,11,9,94,171
8/11/2017,2017,8,11,10,90,169
8/11/2017,2017,8,11,11,106,177
8/11/2017,2017,8,11,12,123,186
8/11/2017,2017,8,11,13,127,188
8/11/2017,2017,8,11,14,76,162
8/11/2017,2017,8,11,15,27,82
8/11/2017,2017,8,11,16,51,139
8/11/2017,2017,8,11,17,55,149
8/11/2017,2017,8,11,18,62,154
8/11/2017,2017,8,11,19,77,162
8/11/2017,2017,8,11,20,52,142
8/11/2017,2017,8,11,21,21,70
8/11/2017,2017,8,11,22,14,55
8/11/2017,2017,8,11,23,21,70
8/12/2017,2017,8,12,0,30,89
8/12/2017,2017,8,12,1,30,89
8/12/2017,2017,8,12,2,40,112
8/12/2017,2017,8,12,3,34,97
8/12/2017,2017,8,12,4,31,91
8/12/2017,2017,8,12,5,32,93
8/12/2017,2017,8,12,6,28,84
8/12/2017,2017,8,12,7,22,72
8/12/2017,2017,8,12,8,24,76
8/12/2017,2017,8,12,9,26,80
8/12/2017,2017,8,12,10,26,80
8/12/2017,2017,8,12,11,18,63
8/12/2017,2017,8,12,12,24,76
8/12/2017,2017,8,12,13,23,74
8/12/2017,2017,8,12,14,25,78
8/12/2017,2017,8,12,15,33,95
8/12/2017,2017,8,12,16,38,107
8/12/2017,2017,8,12,17,37,105
8/12/2017,2017,8,12,18,28,84
8/12/2017,2017,8,12,19,31,91
8/12/2017,2017,8,12,20,38,107
8/12/2017,2017,8,12,21,48,132
8/12/2017,2017,8,12,22,39,110
8/12/2017,2017,8,12,23,48,132
8/13/2017,2017,8,13,0,47,129
8/13/2017,2017,8,13,1,48,132
8/13/2017,2017,8,13,2,44,122
8/13/2017,2017,8,13,3,33,95
8/13/2017,2017,8,13,4,43,119
8/13/2017,2017,8,13,5,41,115
8/13/2017,2017,8,13,6,45,124
8/13/2017,2017,8,13,7,46,127
8/13/2017,2017,8,13,8,39,110
8/13/2017,2017,8,13,9,37,105
8/13/2017,2017,8,13,10,38,107
8/13/2017,2017,8,13,11,31,91
8/13/2017,2017,8,13,12,44,122
8/13/2017,2017,8,13,13,46,127
8/13/2017,2017,8,13,14,50,137
8/13/2017,2017,8,13,15,48,132
8/13/2017,2017,8,13,16,26,80
8/13/2017,2017,8,13,17,20,68
8/13/2017,2017,8,13,18,20,68
8/13/2017,2017,8,13,19,22,72
8/13/2017,2017,8,13,20,24,76
8/13/2017,2017,8,13,21,27,82
8/13/2017,2017,8,13,22,32,93
8/13/2017,2017,8,13,23,30,89
8/14/2017,2017,8,14,0,23,74
8/14/2017,2017,8,14,1,29,87
8/14/2017,2017,8,14,2,24,76
8/14/2017,2017,8,14,3,22,72
8/14/2017,2017,8,14,4,21,70
8/14/2017,2017,8,14,5,22,72
8/14/2017,2017,8,14,6,24,76
8/14/2017,2017,8,14,7,28,84
8/14/2017,2017,8,14,8,21,70
8/14/2017,2017,8,14,9,32,93
8/14/2017,2017,8,14,10,25,78
8/14/2017,2017,8,14,11,25,78
8/14/2017,2017,8,14,12,25,78
8/14/2017,2017,8,14,13,24,76
8/14/2017,2017,8,14,14,26,80
8/14/2017,2017,8,14,15,22,72
8/14/2017,2017,8,14,16,21,70
8/14/2017,2017,8,14,17,19,66
8/14/2017,2017,8,14,18,25,78
8/14/2017,2017,8,14,19,26,80
8/14/2017,2017,8,14,20,28,84
8/14/2017,2017,8,14,21,27,82
8/14/2017,2017,8,14,22,29,87
8/14/2017,2017,8,14,23,23,74
8/15/2017,2017,8,15,0,19,66
8/15/2017,2017,8,15,1,28,84
8/15/2017,2017,8,15,2,28,84
8/15/2017,2017,8,15,3,26,80
8/15/2017,2017,8,15,4,22,72
8/15/2017,2017,8,15,5,29,87
8/15/2017,2017,8,15,6,30,89
8/15/2017,2017,8,15,7,36,102
8/15/2017,2017,8,15,8,36,102
8/15/2017,2017,8,15,9,43,119
8/15/2017,2017,8,15,10,38,107
8/15/2017,2017,8,15,11,48,132
8/15/2017,2017,8,15,12,44,122
8/15/2017,2017,8,15,13,58,152
8/15/2017,2017,8,15,14,54,147
8/15/2017,2017,8,15,15,46,127
8/15/2017,2017,8,15,16,49,134
8/15/2017,2017,8,15,17,51,139
8/15/2017,2017,8,15,18,50,137
8/15/2017,2017,8,15,19,67,157
8/15/2017,2017,8,15,20,60,153
8/15/2017,2017,8,15,21,57,152
8/15/2017,2017,8,15,22,54,147
8/15/2017,2017,8,15,23,60,153
8/16/2017,2017,8,16,0,52,142
8/16/2017,2017,8,16,1,48,132
8/16/2017,2017,8,16,2,57,152
8/16/2017,2017,8,16,3,61,154
8/16/2017,2017,8,16,4,61,154
8/16/2017,2017,8,16,5,54,147
8/16/2017,2017,8,16,6,62,154
8/16/2017,2017,8,16,7,63,155
8/16/2017,2017,8,16,8,68,157
8/16/2017,2017,8,16,9,67,157
8/16/2017,2017,8,16,10,73,160
8/16/2017,2017,8,16,11,72,160
8/16/2017,2017,8,16,12,65,156
8/16/2017,2017,8,16,13,66,156
8/16/2017,2017,8,16,14,64,155
8/16/2017,2017,8,16,15,38,107
8/16/2017,2017,8,16,16,18,63
8/16/2017,2017,8,16,17,12,50
8/16/2017,2017,8,16,18,13,53
8/16/2017,2017,8,16,19,11,46
8/16/2017,2017,8,16,20,14,55
8/16/2017,2017,8,16,21,18,63
8/16/2017,2017,8,16,22,22,72
8/16/2017,2017,8,16,23,22,72
8/17/2017,2017,8,17,0,26,80
8/17/2017,2017,8,17,1,31,91
8/17/2017,2017,8,17,2,31,91
8/17/2017,2017,8,17,3,30,89
8/17/2017,2017,8,17,4,27,82
8/17/2017,2017,8,17,5,28,84
8/17/2017,2017,8,17,6,29,87
8/17/2017,2017,8,17,7,23,74
8/17/2017,2017,8,17,8,22,72
8/17/2017,2017,8,17,9,11,46
8/17/2017,2017,8,17,10,10,42
8/17/2017,2017,8,17,11,16,59
8/17/2017,2017,8,17,12,13,53
8/17/2017,2017,8,17,13,11,46
8/17/2017,2017,8,17,14,8,33
8/17/2017,2017,8,17,15,8,33
8/17/2017,2017,8,17,16,20,68
8/17/2017,2017,8,17,17,17,61
8/17/2017,2017,8,17,18,19,66
8/17/2017,2017,8,17,19,20,68
8/17/2017,2017,8,17,20,22,72
8/17/2017,2017,8,17,21,25,78
8/17/2017,2017,8,17,22,30,89
8/17/2017,2017,8,17,23,26,80
8/18/2017,2017,8,18,0,40,112
8/18/2017,2017,8,18,1,44,122
8/18/2017,2017,8,18,2,45,124
8/18/2017,2017,8,18,3,38,107
8/18/2017,2017,8,18,4,48,132
8/18/2017,2017,8,18,5,50,137
8/18/2017,2017,8,18,6,68,157
8/18/2017,2017,8,18,7,81,164
8/18/2017,2017,8,18,8,-999,-999
8/18/2017,2017,8,18,9,70,158
8/18/2017,2017,8,18,10,59,153
8/18/2017,2017,8,18,11,67,157
8/18/2017,2017,8,18,12,66,156
8/18/2017,2017,8,18,13,67,157
8/18/2017,2017,8,18,14,74,161
8/18/2017,2017,8,18,15,58,152
8/18/2017,2017,8,18,16,32,93
8/18/2017,2017,8,18,17,32,93
8/18/2017,2017,8,18,18,35,99
8/18/2017,2017,8,18,19,39,110
8/18/2017,2017,8,18,20,46,127
8/18/2017,2017,8,18,21,61,154
8/18/2017,2017,8,18,22,67,157
8/18/2017,2017,8,18,23,65,156
8/19/2017,2017,8,19,0,65,156
8/19/2017,2017,8,19,1,-999,-999
8/19/2017,2017,8,19,2,55,149
8/19/2017,2017,8,19,3,53,144
8/19/2017,2017,8,19,4,57,152
8/19/2017,2017,8,19,5,67,157
8/19/2017,2017,8,19,6,58,152
8/19/2017,2017,8,19,7,25,78
8/19/2017,2017,8,19,8,18,63
8/19/2017,2017,8,19,9,26,80
8/19/2017,2017,8,19,10,25,78
8/19/2017,2017,8,19,11,25,78
8/19/2017,2017,8,19,12,33,95
8/19/2017,2017,8,19,13,33,95
8/19/2017,2017,8,19,14,27,82
8/19/2017,2017,8,19,15,28,84
8/19/2017,2017,8,19,16,28,84
8/19/2017,2017,8,19,17,38,107
8/19/2017,2017,8,19,18,39,110
8/19/2017,2017,8,19,19,50,137
8/19/2017,2017,8,19,20,56,151
8/19/2017,2017,8,19,21,54,147
8/19/2017,2017,8,19,22,54,147
8/19/2017,2017,8,19,23,43,119
8/20/2017,2017,8,20,0,53,144
8/20/2017,2017,8,20,1,59,153
8/20/2017,2017,8,20,2,61,154
8/20/2017,2017,8,20,3,66,156
8/20/2017,2017,8,20,4,74,161
8/20/2017,2017,8,20,5,77,162
8/20/2017,2017,8,20,6,76,162
8/20/2017,2017,8,20,7,82,165
8/20/2017,2017,8,20,8,76,162
8/20/2017,2017,8,20,9,62,154
8/20/2017,2017,8,20,10,58,152
8/20/2017,2017,8,20,11,60,153
8/20/2017,2017,8,20,12,73,160
8/20/2017,2017,8,20,13,62,154
8/20/2017,2017,8,20,14,61,154
8/20/2017,2017,8,20,15,62,154
8/20/2017,2017,8,20,16,59,153
8/20/2017,2017,8,20,17,56,151
8/20/2017,2017,8,20,18,53,144
8/20/2017,2017,8,20,19,44,122
8/20/2017,2017,8,20,20,50,137
8/20/2017,2017,8,20,21,48,132
8/20/2017,2017,8,20,22,48,132
8/20/2017,2017,8,20,23,49,134
8/21/2017,2017,8,21,0,49,134
8/21/2017,2017,8,21,1,50,137
8/21/2017,2017,8,21,2,50,137
8/21/2017,2017,8,21,3,54,147
8/21/2017,2017,8,21,4,51,139
8/21/2017,2017,8,21,5,71,159
8/21/2017,2017,8,21,6,87,167
8/21/2017,2017,8,21,7,92,170
8/21/2017,2017,8,21,8,91,169
8/21/2017,2017,8,21,9,85,166
8/21/2017,2017,8,21,10,70,158
8/21/2017,2017,8,21,11,61,154
8/21/2017,2017,8,21,12,57,152
8/21/2017,2017,8,21,13,51,139
8/21/2017,2017,8,21,14,50,137
8/21/2017,2017,8,21,15,48,132
8/21/2017,2017,8,21,16,50,137
8/21/2017,2017,8,21,17,51,139
8/21/2017,2017,8,21,18,59,153
8/21/2017,2017,8,21,19,73,160
8/21/2017,2017,8,21,20,83,165
8/21/2017,2017,8,21,21,75,161
8/21/2017,2017,8,21,22,75,161
8/21/2017,2017,8,21,23,72,160
8/22/2017,2017,8,22,0,68,157
8/22/2017,2017,8,22,1,65,156
8/22/2017,2017,8,22,2,66,156
